證券代碼,Y,ROA 稅前息前折舊前,ROA 稅後息前,ROA 稅後息前折舊前,ROE 稅後,ROE 常續利益,已實現銷貨毛利率,營業利益率,稅前淨利率,稅後淨利率,業外收支 / 營收,常續利益率 稅後,營業費用率,現金流量比率,有息負債利率,稅率,每股淨值,常續性 EPS,每股現金流量,每股營業額,每股營業利益,每股稅前淨利,營收成長率,營業毛利成長率,已實現銷貨毛利成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,折舊性固定資產成長率,總資產報酬成長率,流動比率,速動比率,利息支出率,總負債 / 總淨值,負債比率,淨值 / 資產,長期資金適合率,借款依存度,或有負債 / 淨值,營業利益 / 實收資本比,稅前純益 / 實收資本,存貨及應收帳款 / 淨值,應收帳款週轉次數,總資產週轉次數,固定資產週轉次數,淨值週轉率（次）,淨營業週期（日）
6143 振曜,0,7.18,3.91,5.41,10.26,10.43,17.59,5.5,5.92,4.33,0.42,4.4,12.09,32.49,0.92,26.93,25.08,3.08,11.6,67.85,3.73,4.02,-10.05,25.96,25.96,112.45,-29.83,-30.16,-30.16,-29.02,-33.2,-4.26,7.67,-1.16,152.08,119.85,9.54,132.67,57.02,42.98,474.88,47.09,0,37.29,40.17,87.89,4.2,0.83,11.82,2.37,58.59
6170 統振,0,7.08,4.54,6.4,8.25,8.24,16.11,3.16,3.16,3.07,0,3.06,12.96,5.29,1.58,2.94,13.28,0.98,0.9,44.1,1.39,1.36,21.73,41.58,41.58,324.35,712.26,916.94,916.94,457.11,23.87,2,-10.64,5.52,151.11,102.85,9.59,115.83,53.67,46.33,288.54,62.85,0,13.55,13.56,79.72,7.77,1.37,7.09,2.69,63.15
6216 居易,0,11.26,8.91,9.34,10.09,10.08,49.61,19.68,19.79,16.45,0.11,16.43,29.93,96.15,0,16.88,17.88,1.78,2.03,10.84,2.13,2.16,-6.57,-7.7,-7.7,-8.77,-19.95,-19.26,-19.26,-19.05,0.81,2.4,-5.08,-2.13,828.91,752.74,0,12.4,11.04,88.96,689.61,0,0,21.33,21.45,18.02,6.19,0.54,4.11,0.61,128.09
6241 易通展,0,4.19,0.31,3.54,0.29,1.37,24.86,0.57,0.21,0.21,-0.36,1.01,24.29,19.06,0,0,6.58,0.09,0.55,8.87,0.05,0.02,54.14,204.55,204.55,103.57,101.51,101.51,101.51,107.27,13.61,0.29,41.49,16.37,312.46,256.07,42.87,49.94,33.31,66.69,2729.88,0,0,0.51,0.19,30.76,18.7,0.96,43.13,1.35,0.12
6416 瑞祺電通,0,12.52,8.27,9.71,12.51,12.51,20.63,9.66,9.58,7.39,-0.09,7.39,10.97,16.21,2.16,22.85,37.23,4.26,3.27,65.34,6.31,6.29,4.33,11.45,11.45,0.11,-7.92,-9.73,-9.73,-9.67,9.36,10.59,69.27,0.29,267.78,134.62,1,51.68,34.07,65.93,3267.16,6.59,0,62.94,62.37,101.81,4.06,1.11,72.58,1.69,153.93
6417 韋僑,0,12.84,6.39,10.27,10.38,10.37,26.27,9.32,9.65,7.72,0.34,7.71,16.96,59.73,1.29,20.04,21.89,2.19,3.83,28.39,2.65,2.74,15.89,26.35,26.35,129.58,81.49,81.98,81.98,82.08,6.69,7.75,-5.05,3.7,313.54,225.69,0.48,62.22,38.35,61.65,220.54,31.36,0,26.45,27.4,44.76,7.01,0.83,2.16,1.35,97.28
6426 統新,0,17.23,7.55,13.74,9.16,9.11,52.37,20.27,19.08,15.18,-1.19,15.09,32.1,61.45,2.42,20.42,34.25,2.42,5.07,16.03,3.25,3.5,34.16,118.11,118.11,2102.13,647.31,748.38,748.38,675.63,68.58,81.7,28.6,10.42,406.67,361.67,4.33,22.32,18.24,81.76,388.75,11.94,0,32.48,30.57,19.25,4.49,0.48,2.05,0.6,163.95
6465 威潤,0,-1.62,0.62,-1.71,0.34,-6.09,40.03,-8.52,-0.26,0.46,8.26,-8.26,48.55,-7.65,1.4,0,10.73,-0.68,-0.36,8.28,-0.71,-0.02,32.75,34.32,34.32,38.14,88.71,31.14,31.14,17.22,-5.9,-8.52,-3.44,0.37,277.2,233.87,89,94.42,48.56,51.44,236.48,79.87,0,-6.79,-0.21,19.47,36.87,0.38,1.21,0.74,105.87
6470 宇智,0,14.69,8.44,11.19,16.98,17.65,19.64,7.52,7.19,5.35,-0.33,5.56,12.12,34.43,2.19,25.68,20.34,3.51,8.05,63.2,4.75,4.55,22.04,20.38,20.38,40.08,13.07,2.56,2.56,6.62,22.25,4.42,-6.54,1.41,181.87,170.27,3.58,122.95,55.15,44.85,1285.57,34.28,0,47.53,45.47,118.87,3.07,1.53,36.13,3.18,65
6486 互動,0,12.08,9.74,9.87,23.01,22.1,41.14,14.21,14.9,12.27,0.69,11.79,26.93,48.73,0.88,17.65,29.47,6.25,13.01,53.06,7.54,7.91,13.49,13.64,13.64,25.89,22.63,21.34,21.34,12.7,19.16,8.64,-0.84,2.22,232.3,189.34,0.52,147.65,59.62,40.38,662.08,52.44,0,75.4,79.07,51.12,4,0.79,7.81,1.87,47.58
6530 創威,0,7.3,4.95,5.85,5.51,5.21,34.36,11.33,12.45,10.07,1.12,9.53,23.03,116.59,0,19.08,13.46,0.71,1.51,7.43,0.84,0.93,-11.35,-1.93,-1.93,9.05,9.15,8.72,8.72,-4.06,-4.86,-1.83,94.03,1.33,1111.66,698.34,0.39,9.96,9.06,90.94,7945.71,0,0,8.42,9.25,19.18,4.69,0.49,57.93,0.55,122.45
6561 是方,0,22.76,14.06,18.28,19.1,18.97,42.01,28.22,28.24,22.75,0.02,22.59,13.73,133.14,0,19.44,41.11,7.75,10.22,34.55,9.75,9.78,5.62,12.87,12.87,19.04,12.13,12.17,12.17,11.36,40.28,0.61,-4.61,4.13,561.65,199.28,3.49,62.73,38.55,61.45,900.72,0,0,97.51,97.56,7.41,11.46,0.6,7.36,0.84,2.1
6792 詠業,0,19.51,13.02,15.32,18.41,17.31,39.6,16.77,18.14,14.36,1.37,13.5,22.82,50.67,2.1,20.83,20.87,3.65,5.12,27.76,4.66,5.03,30.36,27.41,27.41,8.16,12.88,12.59,12.59,5.85,41.63,29.54,181.98,3.75,192.12,145.18,0.51,47.43,32.17,67.83,198.5,2.04,0,46.56,50.35,49.23,3.95,0.9,3.19,1.28,99.42
6863 永道-KY,0,,,,,,33.98,21.56,25.15,21.6,3.6,19.49,12.42,6.95,,14.12,107.23,12.34,0.41,74.24,16,8.52,,,,,,,,,,,,,827.73,756.29,0.01,11.09,9.98,90.02,447.82,0,0,53.51,62.43,16.06,,,,,
3632 研勤,1,-12.89,-18.12,-13.77,-35.27,-31.75,16.76,-25.18,-30.02,-30.12,-4.84,-27.11,41.94,42.86,2.44,0,6.49,-2.6,1.47,10.74,-2.7,-3.22,-17.32,-37.55,-37.67,-82.64,-105.26,-159.98,-159.98,-128.81,-21.26,-30.54,-2.64,-9.92,187.51,128.28,-5.65,100.19,50.05,49.95,239.95,80.73,0,-27.05,-32.25,48.98,3.52,0.63,2.23,1.17,175.95
4903 聯光通,1,1.4,-1.95,0.42,-3.22,-3.18,19.06,-3.06,-2.88,-3.44,0.18,-3.4,22.13,60.93,3.37,0,8.49,-0.41,2.66,9.43,-0.29,-0.27,-4.52,167.93,167.93,71.07,68.51,63.22,63.22,51.87,-3.47,-4.62,-7.29,4.85,262.73,114.81,-11.61,51.98,34.2,65.8,616.51,2.41,0,-2.89,-2.72,28.34,2.71,0.62,5.68,0.93,62
8101 華冠,1,-8.56,-0.69,-9.88,-4.86,-50.83,7.27,-23.36,-2.16,-2.16,21.19,-22.65,30.63,-14.85,2.98,0,5.02,-2.63,-1.34,11.74,-2.74,-0.25,-70.13,-22.59,-22.59,45,92.6,92.6,92.6,46.35,-24.05,-6.68,-36.75,13.87,97.35,67.84,-138.36,199.85,66.65,33.35,174.35,68.15,0,-27.43,-2.54,111.53,3.64,0.67,3.13,2.24,81.49
2303 聯電,0,20.58,7.71,17.66,12.27,11.39,22.05,12.45,15.79,15.37,3.35,14.27,13.15,84.03,2.71,2.67,19,2.2,5.45,14.25,1.77,2.31,19.31,82.96,82.96,369.26,386.89,343.49,343.49,434.61,1.98,13.78,-11.84,5.38,209.99,158.74,7.19,60.12,37.55,62.45,196.23,26.64,0,17.72,22.48,21.13,6.67,0.47,1.25,0.8,91.16
2329 華泰,0,8.85,-1.35,6.61,-3.89,-3.93,5.03,-1.34,-1.76,-1.92,-0.41,-1.94,6.38,15.28,1.78,0,10.41,-0.48,1.29,18.79,-0.25,-0.44,-20.91,-60.67,-60.67,-123.96,-133.02,-145.26,-145.26,-148.66,-8.84,25.33,-15.62,-5.77,129.3,96.13,-37.53,90.87,47.61,52.39,174.61,39.19,0,-2.52,-3.3,47.11,5.4,0.91,2.4,2.03,24.8
2337 旺宏,0,15.54,8.73,13.47,15.51,15.51,33.69,14.74,14.68,13.38,-0.06,13.38,18.95,59.48,1.72,8.82,19.52,2.87,5.36,21.46,3.16,3.18,13.73,39.46,39.46,89.31,93.01,76.76,76.76,77.2,8.63,11.39,7.58,5.22,182.04,103.2,4.47,82.05,45.07,54.93,149.16,44.62,0,31.6,31.47,49.86,7.94,0.63,1.31,1.16,127.5
2344 華邦電,0,9.79,1.52,7.84,2.26,1.85,28.08,2.68,2.99,2.5,0.31,2.05,25.4,44.9,1.56,16.19,16.44,0.26,2.87,15.25,0.41,0.46,24.42,31.95,31.95,29.64,3.42,2.83,2.83,-11.85,20.26,10.55,4.07,0.62,186.58,127.15,16.88,78.55,43.99,56.01,148.29,38.75,0,4.09,4.55,33.89,7.63,0.53,1.02,0.9,91.93
2408 南亞科,0,14.19,4.65,11.65,5.03,5.03,25.72,13.83,14.74,12.6,0.91,12.61,11.9,257.58,3.7,14.52,50.04,2.5,7.38,19.85,2.74,2.93,17.94,-4.87,-4.87,-11.37,-19.9,-21.77,-21.77,-19.93,0.32,1.18,-6.86,-1.27,874.22,695.98,0.17,7.68,7.14,92.86,192.92,0,0,27.23,29.03,14.31,8.04,0.37,0.74,0.4,155.85
2449 京元電子,0,23.2,6.77,18.62,13.1,13.71,27.47,16.06,15.69,12.56,-0.37,13.14,11.41,150.89,1.79,19.95,23.98,3.11,10.14,23.68,3.8,3.72,13.39,13.37,13.37,14.97,16.06,19.58,19.58,21.85,11.32,11.94,6.3,3.14,192.36,171.49,9.62,109.08,52.17,47.83,131.02,81.54,0,38.04,37.16,23.44,4.93,0.5,0.76,1.04,72.56
2454 聯發科,0,11.62,8.45,9.96,12.02,11.9,43.94,13.42,14.77,12.86,1.35,12.74,30.52,55.33,1.23,12.91,235,25.6,50.57,203.6,27.31,30.24,30.84,37.35,37.35,91.51,76.05,78.58,78.58,86.27,16.4,19.3,0.61,4.06,202.97,174.47,1.42,42.34,29.75,70.25,971.75,7.62,0,271.77,299.21,18.88,10.74,0.65,8.27,0.93,42.57
3711 日月光投控,0,15.81,5.62,12.76,13.05,12.92,16.35,7.31,7.49,6.14,0.18,6.08,9.04,43.67,1.67,18.07,51.26,6.4,17.6,111.82,8.18,8.38,15.44,21.26,21.26,48.24,52.96,62.17,62.17,72,4.85,9.29,0.97,2.02,130.36,88.08,10.8,149.15,59.86,40.14,164.6,81.98,0,80.15,82.12,65.69,5.59,0.84,2.05,2.13,55.29
5346 力晶,0,4.11,-3.67,2.5,-6.26,-6.52,-61.71,-2416.98,-9331.9,48376.1,-6914.92,-9784.27,4316.97,336.55,0,0,19.63,-2.02,2.64,0.02,-0.43,-0.84,-99.94,-100.45,-100.45,73.19,52.51,344.21,52.56,51.23,-69.6,-41.75,-99.99,1.48,195.38,111.33,-0.01,7.94,7.36,92.64,739869,0,0,-4.29,-16.57,5.66,0.01,0,0,0,78298.8
5347 世界,0,25.43,14.71,20.86,21.34,20.87,33.97,22.38,22.84,19.03,0.46,18.61,11.59,94.15,0.8,16.67,18.03,3.76,6.57,20.21,4.52,4.62,17.13,8.94,8.94,7.34,2.84,7.59,7.59,5.62,2.05,0.09,0.71,3.63,194.35,165.94,1.05,47.75,32.32,67.68,218.73,7.69,0,45.25,46.17,29.79,6.19,0.77,2.46,1.12,91.94
6770 力積電,1,15.02,5.71,11.96,12.07,12,24.06,12.57,10.5,8.33,-2.07,8.29,11.95,54.64,2.02,20.68,10.7,1.22,3.1,14.71,1.85,1.55,27.27,266.33,266.33,373.69,283.53,244.01,244.01,242.51,7.54,11.18,-0.3,9.83,123.19,73.16,15.59,137.57,57.91,42.09,105.81,71.68,0,18.5,15.45,42.31,7.86,0.6,0.97,1.45,93.69
2332 友訊,0,4.64,2.23,3.75,3.39,3.53,26.98,1.09,2.54,2.05,1.45,2.13,25.89,-36.41,0,19.41,14.13,0.42,-2.63,25.88,0.28,0.62,2.28,-12.28,-12.28,111.74,-73.63,-75.73,-75.73,1109.2,-9.07,-7.58,-11.23,-6.38,220.26,135.18,7.65,61.11,37.93,62.07,923.58,0,0,2.83,6.58,75.58,4.76,1.02,15.49,1.66,83.44
2345 智邦,0,19.22,14.33,15.63,31.33,30.1,19.03,9.13,9.62,7.89,0.49,7.59,9.91,7.75,1.31,17.9,27.89,8.11,2.45,106.86,9.76,10.28,9.43,-1.81,-1.81,-15.02,-7.75,-6.81,-6.81,-10.94,12.53,7.39,-0.99,-0.86,180.14,103.85,0.89,125.18,55.59,44.41,1113.07,7.58,0,97.17,102.36,151.5,6.22,1.8,39.87,3.97,63.29
2412 中華電,0,16.73,7.33,13.44,9.53,9.47,35.81,21.35,21.89,17.67,0.54,17.55,14.29,116.43,0.53,19.26,48.9,4.58,9.65,27.13,5.79,5.94,1.38,6.78,6.78,6.06,7.55,7.17,7.17,6.2,1.32,0.51,3.92,0.82,141.57,99.19,0.58,31.13,23.74,76.26,145.22,7.32,0,57.92,59.38,9.03,8.99,0.41,0.74,0.54,25.82
2455 全新,0,29.05,18.77,23.52,27.67,27.67,42.11,29.28,29.17,23.7,-0.11,23.7,12.84,85.88,0.85,18.77,17.73,4.62,6.37,19.52,5.71,5.69,36.43,36.37,36.37,53.67,62.63,60.55,60.55,60.55,12.32,12.96,3.97,7.21,167.76,130.85,0.78,47.98,32.42,67.58,144.6,20.74,0,57.14,56.93,30.52,6.88,0.79,1.53,1.17,61.59
3045 台灣大,0,18.42,7.1,14.91,17.66,17.51,20.1,10.28,9.98,8.22,-0.3,8.15,10.25,50.76,0.78,17.69,23.28,3.87,10.73,55.46,5.7,5.54,17.5,-0.23,-0.23,-0.02,0.8,3.48,3.48,0.53,3.47,1.79,2.89,0.88,64.98,43.99,4.71,160.63,61.63,38.37,274.66,97.46,0,45.62,44.28,19.38,20.03,0.83,3.63,2.15,4.27
3047 訊舟,0,1.51,-0.68,0.82,-2.44,-2.47,22.45,-0.72,-1.03,-1.38,-0.31,-1.39,23.16,-29.28,1.08,0,11.01,-0.3,-4.11,27.92,-0.2,-0.29,-16.88,-27.43,-27.43,-110.15,-119.37,-131.76,-131.76,-132.55,-3.26,-6.15,-3.99,-3.87,178.03,85.45,-52.16,157.58,61.18,38.82,202.78,83.22,0,-1.98,-2.85,117.77,4.47,0.7,2.28,1.78,123.42
3380 明泰,0,5.84,2.21,4.4,4.27,4.04,16.46,2.55,2.71,1.94,0.16,1.83,13.91,-7.77,0.89,28.41,17.73,0.75,-1.66,51.43,1.31,1.39,-13.39,-8.4,-8.4,-20.94,-17.91,-25.47,-25.47,-24.44,-8.42,-1.41,-8.54,-0.59,161.44,79.95,6.77,96.92,49.22,50.78,343.67,35.88,0,13.1,13.93,105.84,5.13,1.08,7.34,2.2,112.23
3682 亞太電,0,5.99,-12.44,1.38,-18.18,-18.38,0.02,-39.48,-38.82,-42.49,0.66,-42.95,39.5,-0.58,0.93,0,6.81,-1.26,-0.02,2.93,-1.16,-1.24,-6.92,100.89,100.89,9.13,8.28,7.66,7.66,6.88,15.08,-1.2,8.11,0.45,35.19,23.85,-1.6,55.39,35.65,64.35,327.25,24.49,0,-11.56,-11.37,5.67,8.34,0.3,1.34,0.43,24.22
3694 海華,0,12.2,5.26,10.33,15.77,12.27,10.56,2.31,2.84,2.7,0.53,2.1,8.25,-2.93,0.81,5.03,13.86,1.6,-0.81,76.09,1.76,2.16,19.34,3.26,3.26,-17.08,6.85,1.57,1.57,-22.51,7.95,13.83,-4.04,0.97,116.83,70.57,6.06,207.04,67.43,32.57,164.48,54.2,0,17.55,21.62,217.5,4.78,1.86,8.84,5.84,38.88
3704 合勤控,0,8.14,5.46,6.09,12.5,10.62,23.6,5.55,5.6,4.27,0.05,3.62,18.05,2.16,0.91,23.82,20.71,2.13,0.47,58.65,3.26,3.27,15.42,4.85,4.85,10.27,22.3,31.82,31.82,4.73,9.21,11,6.92,1.39,189.04,118.3,2.6,132.05,56.9,43.1,654.2,39.62,0,31.42,31.7,127.5,4.51,1.25,15.61,2.93,84.02
4906 正文,0,5.22,3.63,4.48,6.4,4.38,8.99,1.55,3.16,2.97,1.6,2.04,7.44,-7.11,0.95,5.79,31.93,1.27,-1.6,62.58,0.97,2.01,14.97,-9.05,-9.05,-23.9,-54.01,-51.58,-51.58,21.41,8.37,26.98,1.2,-3.65,149.06,99.66,4.36,69.67,41.06,58.94,343.24,24.89,0,9.61,19.52,84.83,3.7,1.18,6.74,2.15,83.57
4979 華星光,0,-3.28,-13.56,-4.72,-20.9,-15.82,-2.01,-23.74,-32.91,-32.91,-9.16,-24.91,21.74,-9.39,1.39,0,10.09,-1.63,-0.21,6.54,-1.55,-2.22,-25.78,-137.08,-137.08,-21.97,-223.13,-223.13,-223.13,-31.42,-10.21,-3.87,-25.4,-10.14,275.19,173.2,-2.55,45.83,31.43,68.57,200.89,30.54,0,-15.52,-21.5,31.58,6.28,0.42,0.94,0.64,132.68
6142 友勁,0,-0.45,8.07,-4.29,15.32,-14.68,1.21,-25.34,21.7,15.68,47.05,-15.02,26.55,-34.01,1.16,27.77,9.46,-1.13,-1.1,7.53,-1.91,1.7,-24.29,-59.78,-59.78,-25.53,224.33,189.82,189.82,15.35,12.48,58.99,-13.13,17.68,326.02,233.76,3.09,67.94,40.45,59.55,256.19,33.38,0,-19.09,16.35,42.7,3.54,0.5,1.49,0.98,127.96
6152 百一,0,2.92,0.62,2.33,0.82,-0.12,14.8,-1.19,0.3,0.3,1.49,-0.05,15.99,-5.21,1.36,0,8.16,-0.03,-0.58,22.61,-0.27,0.07,24.17,3.73,3.73,16.32,-53.23,-52.61,-52.61,-107.06,-1.99,-1.04,-17.99,-0.8,143.83,100.7,57.65,144.85,59.16,40.84,324.34,55.74,0,-2.69,0.68,131.47,3.65,1.11,7.69,2.73,70.31
6163 華電網,0,6.16,3.59,4.83,8.62,8.55,22.15,3.41,3.57,2.77,0.16,2.75,18.75,14.24,1.6,22.34,16.71,1.32,3.62,47.87,1.63,1.84,38.16,41.63,41.63,13177.3,2780.22,6623.79,6623.79,9042.99,19.12,18.75,2.13,3.98,153.19,76.11,8.04,156.89,61.07,38.93,968.18,30.55,0,15.78,16.52,146.94,4.85,1.21,26.13,3.11,134.55
6190 萬泰科,0,9.52,5.5,7.05,12.23,10.76,14.37,4.77,4.89,3.58,0.13,3.15,9.6,-12.61,1.9,26.88,13.99,1.28,-3.38,50.3,2.4,2.76,57.38,46.48,46.48,46.45,56.88,52.69,52.69,40.43,36.72,25.82,25.44,2.53,123.56,71.06,15.32,162.64,61.93,38.07,242.7,100.58,0,22.59,23.18,149.78,4.83,1.35,7.85,3.42,121.62
6245 立端,0,10.64,7.46,8.81,15.52,15.42,26.53,8.14,8.63,7.21,0.49,7.16,18.4,10.07,1.19,16.47,30.12,4.64,2.65,65.64,5.34,5.64,2.37,-7.63,-7.63,-5.2,-19.92,-13.34,-13.34,10.43,7.55,-2.39,-3.46,-1.14,207.4,119.03,2.85,123.41,55.24,44.76,362.61,29.81,0,53.41,56.65,108.15,6.72,1.01,6.25,2.15,104.64
6285 啟碁,0,7.34,3.12,6.12,7.29,7.24,10.79,1.31,2.1,1.83,0.79,1.82,9.48,-14.9,0.76,12.72,42.88,3.09,-9.12,169.53,2.22,3.61,7.31,4.36,4.36,-40.19,-18.2,-16,-16,-16.45,17.29,1.29,16.62,-0.67,139.89,81.21,5.11,161.71,61.79,38.21,227.51,50.36,0,22.21,35.6,169.69,4.68,1.63,8.81,3.98,76.59
8011 台通,0,2.47,-3.24,1.54,-6.98,-4.88,5.08,-10.59,-15.31,-14.83,-4.72,-10.36,15.67,12.87,1.75,0,19.27,-0.83,0.8,11.7,-1.24,-1.79,20.24,-53.62,-53.62,-474.29,-447.42,-283.94,-283.94,-162.44,-0.32,-4.11,14.76,-2.81,187.03,86.2,-21.63,87.18,46.58,53.42,289.76,68.88,0,-12.4,-17.92,28.59,6.75,0.26,0.89,0.47,174.31
8059 凱碩,0,-5.94,-5.7,-6.07,-7.87,-9.03,1.2,-9.19,-8.9,-8.9,0.3,-10.2,10.4,-56.34,3.15,0,9.77,-0.92,-2.58,8.97,-0.82,-0.8,30.66,-78.78,-78.78,-137.51,-1905.14,-1905.14,-1905.14,-148.26,7.43,-7.09,,-6,139.67,105.03,-0.48,47.88,32.38,67.62,6273.41,3.58,0,-8.25,-7.98,52.77,3.2,0.64,65.83,0.88,16.3
3419 譁裕,1,0.51,-1.59,0.07,-2.74,-2.74,17.48,-3.45,-2.55,-2.55,0.89,-2.55,20.95,-15.22,1.13,0,11.76,-0.33,-0.8,13.12,-0.45,-0.33,10.76,-5.04,-5.04,-15.57,-17.69,-155.63,-17.69,-17.69,3.12,-6.82,23.43,-0.68,210.33,154.62,-7.82,70.95,41.5,58.5,231.58,35.34,0,-4.52,-3.35,63.48,2.73,0.66,2.22,1.07,103.5
4904 遠傳,1,16.3,5.6,13.12,13.75,12.07,29.81,12.14,12.99,10.82,0.84,9.5,17.93,105.74,0.89,16.67,19.99,2.45,10.84,26.18,3.18,3.4,7.32,-1.91,-1.91,-6.13,8.72,9.35,9.35,-11.27,1.22,-3.15,9.61,1.02,78.37,46.86,6.93,165.57,62.35,37.65,297.56,96.24,0,31.8,34.01,18.12,10.03,0.49,2.18,1.27,15.15
3115 富榮綱,0,-3.59,-11.28,-0.8,-15.47,-10.17,4.2,-20.47,-31.61,-28.97,-11.15,-19.05,24.66,35.53,4.57,0,11.07,-1.14,0.76,6.01,-1.23,-1.91,-13.28,-83.64,-83.64,-9204.33,-3037.92,-1076.5,-1076.5,-580.72,-17,-3.22,-13.18,-10.03,228.42,221.65,-5.2,21.67,17.81,82.19,137.05,9.79,0,-12.3,-19,19.59,2.29,0.4,0.68,0.53,146.59
3369 鐵研,0,-5.87,-14.38,-3.51,-28.14,-19.26,-4.94,-28.92,-38.64,-39.1,-9.73,-26.77,23.97,28.2,5.67,0,10.39,-2.08,1.71,7.76,-2.24,-3.39,-12.96,-164.74,-164.74,-188.29,-378.48,-498.86,-498.86,-166.11,-20.2,-6.94,-7.64,-9.35,134.75,44.53,-12.12,65.13,39.44,60.56,125.76,45.2,0,-22.43,-29.97,55.47,2.91,0.4,0.78,0.72,267.44
3465 進泰電子,0,-4.12,-6.79,-2.09,-18.26,-16.94,12.3,-9.53,-9.76,-6.92,-0.22,-6.42,21.83,-10.97,4.54,0,9.81,-1.69,-1.49,26.37,-2.51,-2.58,-9.44,-44.8,-44.8,-338.34,-332.52,-320.59,-320.59,-304.64,5.72,-3.66,-2.46,-10.2,118.12,71.63,-18.32,147.55,59.6,40.4,192.64,79.68,0,-24.68,-25.26,106.5,4.7,1.12,4.67,2.64,62.99
3492 長盛,0,7.58,1.18,5.57,1.6,1.66,19.91,1.31,1.1,0.71,-0.2,0.74,18.6,16.56,2.6,35.76,11.52,0.19,1.39,25.8,0.34,0.29,8.54,-29.42,-29.42,-86.15,-86.16,-90.28,-90.28,-89.76,11.07,1.28,-0.5,-8.67,165.79,111.85,33.04,89.08,47.11,52.89,197.35,28.84,0,3.37,2.85,86.59,4.3,1.25,3.91,2.25,70.82
1595 川寶,0,23.75,14.35,15.82,23.59,23.59,38.95,27.32,27.8,18.28,0.48,18.28,11.63,32.24,3.6,34.25,28.53,6.36,3.92,34.78,9.5,9.67,-23.77,-22.04,-22.04,-32.76,-33.79,-46.01,-42.86,-42.65,-6.53,12.41,-24.98,-10.02,315.27,258.86,1.8,52.08,34.24,65.76,696.34,10.02,0,95.03,96.71,76.28,2.16,0.77,7.27,1.29,86.26
3597 映興,0,4.79,1.58,3.5,0.05,0.05,18.72,4.57,0.12,0.01,-4.45,0.01,14.15,12.08,3.96,89.15,13.7,0.01,3.22,53.06,2.43,0.06,-3.31,-12.87,-12.87,-32.85,-97.16,-99.62,-99.62,-99.68,-11.72,-3.36,10.43,-3.81,110.03,71.4,132.03,207.23,67.45,32.55,160.07,170.25,0,24.25,0.64,171.24,2.75,1.18,5.84,3.81,149.67
3609 三一東林,0,7.79,3.83,5.85,5.42,5.74,30.39,3.95,4.99,3.54,1.03,3.75,26.43,23.19,1.29,28.98,22.45,1.26,2.07,33.85,1.34,1.69,24.15,-2.44,-2.44,-59.16,-54.88,-59.85,-59.85,-58.28,11.39,3.38,211.16,-5.78,215.3,122.12,1.55,48.4,32.62,67.38,194.25,10.78,0,13.39,16.88,50.54,7.81,1.07,3.92,1.53,77.12
3646 艾恩特,0,11.32,0.87,8.65,0.87,1.25,14.13,-1.76,0.7,0.46,2.46,0.67,15.89,42.13,3.58,34.19,14.65,0.18,3.3,27.6,-0.49,0.19,0.65,-42.46,-42.46,-121.09,-92.54,-93.94,-93.94,-91.24,-13.09,0.11,-2.53,-4.01,184.27,111.27,53.99,55.88,35.85,64.15,194.42,22.31,6.32,-4.85,1.93,64.66,4.25,1.12,3.54,1.88,102.85
4542 科嶠,0,,,,2.7,2.7,19.16,1.59,1.55,1.17,-0.04,1.17,17.58,,,24.74,,,,,,0.32,11.38,17.61,17.61,-4.39,57.85,57.58,57.58,57.58,49.91,33.93,,,126.54,,,273.02,73.19,26.81,,,,,,,,0.65,2.09,2.32,
5228 鈺鎧,0,7.98,2.73,7.38,4.2,5.02,21.5,2.84,1.85,2.67,-0.99,3.2,18.66,21.11,,0,11.34,0.57,1.11,17.74,0.5,0.35,1.21,-13.88,-13.88,-57.02,-72.93,-57.73,-57.73,-49.43,-2.37,0.98,,,217.62,140.84,33.06,101.03,50.26,49.74,156.09,65.38,0,5.03,3.28,70.3,,0.77,1.62,1.57,
5291 邑昇,0,,,,5.67,5.67,17.45,3.94,1.96,2.7,-1.97,2.7,13.51,,,0,,,,,,0.52,-6.17,3.61,3.61,-10.81,-71.5,-45.12,-45.12,-45.12,-0.7,4.03,,,88.32,,,197.49,66.39,33.61,,,,,,,,0.69,1.34,2.1,
6114 久威,0,-1.06,-9.89,0.06,-49.3,-34.3,-0.27,-9.17,-16.37,-15.96,-7.2,-11.1,8.91,9.72,4.32,0,6.04,-2.75,1.57,24.78,-2.27,-4.06,-9.48,-131.06,-131.06,-19.55,-65.66,-61.53,-61.53,-12.24,-18.62,-39.55,-13,-3.86,70.33,40.79,-24.02,403.18,80.13,19.87,75.35,307.1,0,-22.73,-40.56,144.02,3.31,0.73,1.29,3.09,100.39
6156 松上,1,-4.68,-13.08,-4.51,-46.68,-31.38,3.15,-5.09,-10.01,-12.48,-4.92,-8.39,8.24,7.18,4.07,0,6.62,-3.49,1.42,38.66,-1.97,-3.86,-26.03,-63.59,-63.59,-27.07,-5.2,-47.27,-47.27,-12.45,-28.38,-30.77,-11.73,-4.83,88.4,61.15,-9.99,238.77,70.48,29.52,86.81,117.82,0,-19.61,-38.57,153.73,3.25,1.13,3.61,3.74,59.43
